"category","news_link","title","description","time"
"LifeLiving","https://www.thedailystar.net/life-living/news/where-are-the-summer-lovers-now-3895306","Where are the summer lovers now?","Every winter, a certain species re-emerges — let's call them the Summer Sentimentalists. They show up like New Year's resolutions: full of grand declarations but barely making it past February. You've seen them. Heard them. Probably muted them on social media. Wrapped in oversized hoodies while sipping overpriced hot chocolate, they post things like, ""I miss the warmth of summer,"" or ""I just want to feel the sun again."" Well, guess what? Summer is here. And Dhaka — this summer isn't just hot — it's being cooked. Not metaphorically, not poetically — literally. With temperatures steadily hitting 38-40°C and humidity smacking you in the face, stepping out at 3 PM now feels like entering a malfunctioning sauna that charges you extra even for breathing. Office-goers look like they've run marathons, and schoolchildren resemble survivors of some science experiment involving lava. The air no longer moves — it hovers. And the sun? It doesn't shine. It taunts, harasses, and assaults. Less ""Hello, sunshine"" and more ""Kneel before me, mortals"" kind of attitude these days. The dust sticks. The sweat stings. The overhead fans are basically decorative at this point. And the biggest betrayal of all? Power cuts. In 2025. During heatwaves. Let that sink in — though nothing sinks anymore except morale. And this is practically the new normal. Some days feel like 46°C in Dhaka, unless a moody cloud gets emotional and decides to cry over Mohammadpur. Basically, the city has transformed into a full-fledged urban heat island — thanks to our unholy alliance with carbon emissions and concrete jungles. Even the crows — nature's most shameless noisemakers — have fallen ominously silent in this heat. You know it's hot when the crows go quiet. Interestingly enough, another species has gone quiet — the one I was talking about in the first place. Yes, the Summer Sentimentalists. Remember them? The sun-craving poets of January? They've vanished faster than a Wi-Fi signal during load-shedding. No more sun-drenched Instagram stories with Coldplay in the background. No more tweets romanticising the smell of sunscreen and mangoes. These once-vocal admirers of vitamin D have gone radio silent — probably lying face-down in air-conditioned rooms, regretting every word they ever said about ""missing summer."" To track the current activity of this curious species, we conducted a quick lifestyle census (we cornered some sweaty pedestrians). It revealed the new migration map of the former summer enthusiasts! We found that a large group of them are now air-conditioned mall hoppers, suspiciously lingering in shopping centres — not buying, just breathing. Another group has turned into amphibians, living in buckets or under showers. They now prefer water to emotions. Still, there are some flat-out denialists. ""It's not that bad,"" claims Ismot, who prefers not to go out because he might faint in this heat. Now the question is, dear denialists, if you truly love summer, why are you hiding behind your double-glazed windows and quietly deleting those ""I love summer"" Instagram posts from 2019? Go out. Bathe in the sun. Show your love for the season — if you dare! Meanwhile, the brave few — the delivery riders, street vendors, and rickshaw pullers — are carrying the city on their sunburnt shoulders. Let's be honest, they are the true summer warriors. So, if you're still claiming you're a summer person, it's time to prove it. Go out, touch some sunlight, and take a walk from Farmgate to Shahbagh at 1 PM. Then come back and tell us how romantic the heat felt on your third-degree tan. Because this isn't Tuscany. This is Tejgaon in May. And no, we don't want to see you reposting some reel with ""Summer breeze makes me feel fine…"" while sitting next to a table fan the size of a UFO. Sure, we still have mangoes, sugarcane juice, and the occasional unexpected evening rain that feels like nature's apology letter. But let's be real — the season has changed. Summer in Dhaka is no longer a mood. It's apocalyptic! So, to all the summer lovers out there: Either come out and own it, or stop posting mango-filtered lies. We see your thermostat! It's set to ""Antarctica,"" and we're not fooled!","Thu May 15, 2025 04:13 PM         Last update on: Thu May 15, 2025 04:18 PM"
"LifeLiving","https://www.thedailystar.net/life-living/lifehacks/news/surviving-bangladeshs-heatwave-ac-free-solutions-3895301","Surviving Bangladesh's heatwave: AC-Free solutions","As a heatwave sweeps across the country, many of us feel exhausted and restless all day. To combat the fatigue, it is not enough to stay indoors only — we also need to make sure the environment inside is cool and refreshing. While air conditioning is our go-to solution, we often tend to forget about the high-power usage, affordability issues, and technical difficulties. To tackle the harsh sun this year, here are a few alternative cooling techniques you can follow to stay energised throughout the day, without depending on an AC. More often than not, a cluttered room can obstruct natural air flow, causing the room to trap heat. To regulate the indoor temperature, keeping your room clean and minimal can play a crucial role. Get rid of bulky furniture, heavy textiles and fabrics so that air can travel inside your room smoothly. Remove items with heat-retaining materials like wool or velvet. Make sure to keep your flooring free of thick rugs — it will naturally feel cooler underfoot. Think of rearranging your furniture in a way that ensures lots of open space, as it ensures breezes to distribute cool air evenly throughout the room. One of the most cost-effective ways to block the heat in your room is to place a wet sheet, preferably cotton-made light-coloured fabric by the window. As warm air from outside flows through the moist fabric, it draws heat out of the air, cooling it before it enters your room. This age-old technique works like a natural air-conditioner! Make sure to rewet the sheet every couple of hours to continue the cooling effect. Placing a bowl of ice, frozen water bottles, or an ice pack in front of your portable fan can drastically cool down the room. In case you are using a ceiling fan only, keep a bucket full of ice or cold water in the room to achieve the same results. During the peak heat hours, this process can offer instant relief from the sweltering heat. This method is somewhat energy-efficient, and a quick and practical way to create a cool zone in any room. Did you know lighting has a strong impact on indoor temperatures? Traditional incandescent and halogen bulbs emit a significant amount of heat — making the surroundings feel uncomfortable. To avoid that, opt for energy-efficient LED bulbs, which not only consume less electricity, but also emit very little heat in comparison. If you are open to investing a little for a more effective cooling solution, a dehumidifier can be a smart choice. These devices work by eliminating excess moisture from the air, which in turn, helps maintain a cool environment. As a heatwave makes humidity levels reach higher, your skin feels sticky even if you are indoors. Keeping humidity under control can make sure you have a fresh atmosphere in the room, leaving you feeling comfortable. To make your home a little cosier and cooler in summer, make sure of proper cross ventilation in the room, so that fresh air can pass through the room without difficulty. If your room is situated on the west side where the heat gets harsher, opt for dark and double-layered curtains to reduce heat gain into your room. If your home is right underneath the rooftop, you can wet the rooftop floor to keep your ceiling cool during the peak hours. Use plenty of greens by the windows and balconies to improve the air quality of your home.","Thu May 15, 2025 04:09 PM         Last update on: Thu May 15, 2025 04:13 PM"
"LifeLiving","https://www.thedailystar.net/life-living/fashion-beauty/news/who-needs-gucci-weve-got-gamcha-couture-3895296","Priota Iftekhar: Flying the flag through fashion","It's fashion as storytelling, and the storyteller is Priota Iftekhar. Once known as the ""Flag Girl"" for proudly waving our red-and-green flag across borders, she is now catching attention with her refreshingly bold, cultural attires in Sydney, Australia. Priota Iftekhar first rose to fame by fearlessly travelling solo with the Bangladeshi flag in her hands. It was a powerful act that broke stereotypes and sparked a movement rooted in identity, freedom, and national pride. She is also the founder of an online community, The Flag Girl. ""When I travel abroad, people often don't realise I'm Bangladeshi,"" says Iftekhar with a smile. ""Many have never even heard of Bangladesh and assume I'm from India. And that's exactly why I decided to come up with things that somehow represent who I am and where I come from."" Priota Ifetkhar started The Flag Girl project in 2009 and it allows people to stay connected around the world. People from more than 50 countries are members of this network, mostly young people. Her global influence was later acknowledged in 2018 when she won the title of Miss Culture Worldwide. And now, she is continuing her path as the director of Bangladesh Tourism Beauty, an organisation that is empowering women and showcasing Bangladeshi culture to the world. Now based in Australia, Iftekhar's expression of cultural identity has taken on a new form, particularly through fashion. Her most recent photoshoot, full of bold colours, familiar symbols, and street-style nostalgia is a magnificent homage to Bangladesh. In one unforgettable look, Iftekhar wears a tailored blazer made from gamcha — a humble, chequered cotton fabric used across Bangladesh. The piece of textile was actually sourced from Dhaka's New Market and transformed into a high-fashion statement. The accessories told just as much of a story: earrings shaped like tiny jhalmuri cones (the streetside, spicy, Bangladeshi puffed rice snack), fuchka-inspired earrings, and even a handbag styled to look like a double-decker BRTC bus. All these quirky, joyful pieces were crafted by the creative minds at ""Sketch & Handmade Craft — Art Gallery"". The shoot also featured international model Valeria Busch, who wore a striking dress designed by Media Ahmed Dipa, with the bold message ""Banglar mayera meyera shokolei muktijodhdha"" meaning, Bengali mothers and daughters are all freedom fighters. She also carried a matching box bag designed by Sharollo, with the same fierce sentiment. Outfits designed by Shagufta Shahid Etrat under Mezro Agency were showcased in the photoshoot, which was not just about fashion but a celebration of identity, memory, and pride. As a certified personal stylist and model, Iftekhar has found her own way to make a statement. Whether she's walking the runway or styling a look, she carries her roots with pride. ""In everything I wear and do, I try to showcase my culture,"" she explains. Currently, she is preparing for the upcoming Australian Fashion Week and her goal is clear. She's planning to wear a saree that captures the essence of Bangladesh, something unmistakably hers and undeniably homegrown. ""People here genuinely appreciate our culture,"" she says. ""And I never want to miss a single opportunity to represent it with pride."" This purpose is not just a word in Priota Iftekhar's life; it's a part of her upbringing. Growing up, she was surrounded by stories of boldness and vision. Her grandmother, Nurjahan Begum, did not just write history, she made it as the trailblazing editor of Begum magazine, a powerful voice for women at a time when few dared to speak up. Her grandfather, a journalist at The Daily Ittefaq, believed deeply in nurturing young minds through the ""Kochi Kachar Mela"". With his camera, he captured the soul of a nation during the Liberation War and carried those images to the world — telling Bangladesh's story when it mattered the most. That legacy of courage and creativity shaped Iftekhar as a person. She became the first in her family to earn not just one, but two master's degrees — one from the prestigious University of Technology Sydney. However, degrees were only the beginning. She now brings her passion to life as the PR and Communications Manager at JICS Australia, where she leads multicultural initiatives that celebrate diversity, inclusion, and identity. What sets Priota apart is not just her résumé — it's her presence. Whether she's speaking on a panel, walking the runway, or simply strolling through Sydney, there's something magnetic about her. She carries her heritage not as a burden, but as a badge of honour. Imagine walking down a street in Sydney and seeing a girl carrying a handbag that resembles a packet of crackers — the same one you used to munch on during school breaks. And then you notice her earrings: tiny plates of fuchka, so perfectly detailed that it seems like they came straight from a street stall in Dhaka. For a moment, you might feel that you're not in Sydney anymore. You're back home! And just when you think it can't get more nostalgic, you realise she's wearing a bold blazer, which is made from the same cotton that's used to make a traditional Bangladeshi gamcha. Sounds surreal? Perhaps, but it's real and Priota Iftekhar is making it happen.   Photo: Courtesy
      ","Thu May 15, 2025 04:02 PM         Last update on: Thu May 15, 2025 04:09 PM"
"LifeLiving","https://www.thedailystar.net/life-living/fashion-beauty/news/light-fabrics-bold-prints-summer-2025-fashion-trends-3893161","Light fabrics, bold prints: Summer 2025 fashion trends","The hot and humid season is here in full force, and with it, a shift in our outfits. As temperatures rise, fashion leans into comfort without wanting to let go of elegance. This summer, style is less about making a loud statement and more about thoughtful choices with lighter fabrics, cleaner cuts, and a softer, more personal way of standing out. Whether it is the easy flow of kameez and saree, or the relaxed charm of a panjabi, summer 2025 is about pieces that breathe, move, and quietly command attention. The classic kameez remains a summer staple, but it's the structure and fabric that adds style to it. Think shorter hemlines paired with flared pants, sleeveless or loose full-sleeve designs, and breezy cottons that hold shape but feel weightless. While neutral tones set a safe base, careful pops of embroidery, block prints, and abstract geometric patterns add to the structured look -- a perfect combination for office and outings. Nothing says Bengali perfection like a saree. However, summer demands a certain looseness in how we approach it. Lightweight weaves like muslin, cotton silk, and khadi are the go-to choices. Sarees in solid colours like ivory, lemon yellow, and pale peach look striking and serene when styled with contrasting blouses or even a crisp crop shirt for a modern spin. Handloom textures and patchwork remain at the heart of the trend with subtle borders or embroidered motifs. This season is not about heavy embellishments; it's about breathing life into tradition with lighter, airier versions that can move from daywear to dinner with just a change of accessories. For men, the summer panjabi steps firmly into the spotlight. Gone are the overly formal versions reserved for festivals. Instead, light cottons, linens, and mixed fabrics in soft tones set the tone for everyday wear. Very minimal chikankari work or subtle thread detailing is enough to make a panjabi stand out without feeling weighed down. Paired with slim-fit pyjama trousers, shalwars, or even denims, the look is polished but easy-going. Summer dressing this year is not about how much you can add, but how much you can refine. Accessories are kept to a minimum; a pair of statement silver earrings or a delicate chain around the neck. Sandals or ballet flats complete the look without competing for attention. This summer, with the heat challenging every step of the way, you must give yourself permission to breathe. Choose pieces that make you feel like yourself, even when the sun weighs heavy. Whether you opt for kameez, kurti, saree, shirt or panjabi, make sure your statement speaks softly but clearly. Less noise, more nuance. And always, a quiet kind of cool.   Model: Parinaz
 Styling and Fashion Direction: Sonia Yeasmin Isha Wardrobe: Aarong Mua: Sumon Rahat and Team Location: Intercontinental Dhaka","Mon May 12, 2025 09:55 PM         Last update on: Mon May 12, 2025 10:04 PM"
"LifeLiving","https://www.thedailystar.net/life-living/fashion-beauty/news/tailored-you-met-galas-bold-fashion-frontier-3888996","Tailored for you: Met Gala's bold fashion frontier","Paying tribute to black sartorial traditions, this year's Met Gala sported the theme, Superfine: Tailoring Black Style. Embracing the theme of Black dandyism in full, the men who walked the icon stairs of the Met Gala were seen in sharp suits, headpieces, body jewellery, and other accessories. Here are six of the lot that really understood the assignment. The Met Gala is an awaited event every year, with mere mortals on the other side of the screen keeping a close watch on what their favourite celebs wear. This year, however, was especially important for SRKians around the world, and why not? It was King Khan's first time on the Met carpet after all, and fans were beside themselves in anticipation. Khan did not disappoint either, as he stepped out in an all-black ensemble designed by the famous Indian designer, Sabyasachi. He paired a crepe de chine silk shirt with a hand-canvassed, single-breasted long Tasmanian superfine wool coat. The coat, peak collared and wide lapelled, was accented with monogrammed Japanese horn buttons, and the superstar wore a pleated satin kamarbandh to complete the look. He accessorised his outfit with layers of custom-made jewellery and stole the show further with the Bengal Tiger Head Cane ""crafted in 18k gold with tourmalines, sapphires, old mine cut and brilliant cut diamonds."" Dazzling the red carpet was 55-year-old actor Colman Domingo, who was also playing ambassador to the event alongside names such as F1 driver Lewis Hamilton, A$AP Rocky, Pharrell Williams and Anna Wintour, and honorary chair LeBron James. He was first seen in a dramatic, bright blue, floor-grazing pleated cape and an embellished collar (royal vibes unlocked) and then, in a black and white windowpane plaid Valentino. He added a polka-dotted necktie and a polka-dotted flower to his outfit, layering on the drama, one accessory at a time. Even though the event's dress code was ""Tailored for You,"" a nod to the exhibition's focus on menswear and suiting, Punjabi actor-singer Diljit Dosanjh chose to veer in a different direction, with regal Indian attire. His look was truly one for the books, complete in an ivory outfit embroidered with Gurmukhi alphabets and the map of Punjab, a bejewelled turban with a feather, a lion-headed kirpan (sword) and a neck piece reminiscent of the famous Patiala Necklace that had been crafted by Cartier, almost a hundred years ago. He sported on his hand, a Cartier watch, to complement his statement jewellery. Inspired by Maharaja Bhupinder Singh, a former ruler of the state of Patiala, Dosanjh's outfit was a nod to men's fashion in the Indian Subcontinent back in the day, and a successful attempt to bring Punjab right into the contemporary fashion scene of the Met. Dosanjh's outfit was designed by Prabal Gurung, and the jewels were customised by Jaipur-based jewellers, Golecha Jewels. Not to be outdone by Colman Domingo in any way, the other co-chair of the Met Gala, F1 champion Lewis Hamilton owned the event in an off-white ensemble and snow diamonds, custom-designed by acclaimed British designer Grace Wales Bonner. Hamilton chose a cropped silk tailcoat and high-waisted trousers with tux stripes for his base outfit. Despite its deceptively minimalistic outlook, his outfit had a lot going on, albeit in the same or similar shades. He embellished it lightly, with a sash encrusted with cowrie shells that symbolised wealth and spiritual protection in African culture and mother-of-pearl buttons. He wore a matching beret, garnet-studded earcuffs, and baobab tree (tree of life) brooches to seal the look. Pushing the boundaries of fashion, celebrated Indian designer Sabyasachi Mukherjee turned muse for himself at the Met Gala this year. In charge of dressing celebrities and the crème de la crème of Indian and international society, the maximalist designer stole the show in a hand-quilted court jacket and sherwani in hand-dyed Murshidabad silk. He styled it with black quilted trousers, a satin shirt, a kamarbandh, and embroidered formal shoes, befitting his exuberant style. Ditching the tie, a symbol of colonialism, Sabyasachi turned to a selection of necklaces from his own coffers, the Bengal Royale High Jewellery collection. In the designer's own words, ""In the Sabyasachi world, the tie has been replaced with Indian jewellery; formal for sure, and richer indeed."" Very dandyish, very playful, Andrew Scott's look from the 2025 Met Gala featured a three-piece suit in Smurf blue and other contrasting colours such as mustard yellow, red and black. It was different from his look in 2024, where the All of Us Strangers star was seen in an all-black Versace ensemble. His 2025 outfit was designed by the Italian house, Giuliva Heritage. Taking inspiration from legendary Harlem designer Dapper Dan, famously known as the ""king of knock-offs"" the designers chose to keep the outfit plain, without too many over-the-top accessories, or headgear, save a simple corsage on his lapel, relying instead, mostly on their choice of colour and texture. A genius move perhaps, to make the outfit a truly quirky, memorable one was the actor's choice of footwear — black and white pointees with block heels. While many are on the fence about his accessory of choice, plenty of others have lauded his sportiness and spirit in wearing it, associating it with real, unapologetic dandyism. Formally known as the Costume Institute Benefit, the Met Gala is an annual haute couture fundraising event that supports the Costume Institute of the Metropolitan Museum of Art in Manhattan. Many people consider the Met Gala to be the most prestigious and elegant fashion event in the world.","Wed May 7, 2025 03:54 PM         Last update on: Wed May 7, 2025 03:59 PM"
"LifeLiving","https://www.thedailystar.net/life-living/fashion-beauty/news/azra-mahmood-secures-miss-world-bangladesh-2025-license-3888986","Azra Mahmood secures Miss World Bangladesh 2025 license","Renowned fashion visionary and national director, Azra Mahmood, proudly announces the acquisition of the official license for Miss World Bangladesh 2025, adding to her expanding portfolio of international pageants, which includes Miss International Bangladesh, Miss Celebrity International Bangladesh, and Face of Asia, Bangladesh. The 72nd edition of the prestigious Miss World pageant will take place in Telangana, India in May. Due to time constraints and the demanding global timeline, Aklima Atika Konika has been appointed to represent Bangladesh in this year's Miss World. Aklima, who was the 1st Runner-Up of Miss World Bangladesh 2024, has already proven her mettle on international platforms — most notably representing Bangladesh at the Face of Asia 2024 in Korea. Speaking on the selection, Azra Mahmood stated, ""Aklima embodies the intelligence, elegance, and purpose that the Miss World organisation stands for. Her consistent growth, experience on international stages, and tireless commitment to representing her country with dignity make her the perfect candidate. We are confident she will make Bangladesh proud."" Aklima's appointment reflects Azra Mahmood's vision of developing a new generation of empowered, articulate, and globally competitive young women. Her initiative through Azra Mahmood Talent Camp (AMTC) has already created a legacy of grooming world-class representatives, and this latest milestone only strengthens that mission. Bangladesh now moves forward with high hopes as it prepares to be represented at one of the oldest and most prestigious beauty pageants in the world. Aklima's journey promises to be one of strength, substance, and national pride.","Wed May 7, 2025 03:47 PM         Last update on: Wed May 7, 2025 03:55 PM"
"LifeLiving","https://www.thedailystar.net/life-living/travel/news/biman-suspend-dhaka-narita-flight-amid-losses-3897446","Biman to suspend Dhaka-Narita flight amid losses","  Amid much fanfare, Biman Bangladesh Airlines resumed flights to Japan's Narita in September 2023. Within 21 months of restarting the much-anticipated service, Biman yesterday announced the suspension of operations on this route, effective from July 1. The national flag carrier said the decision was based on three factors: the ongoing hajj operations, shortage of aircraft in its fleet, and financial viability of the route. However, insiders said the airline was compelled to take the decision as it has been incurring heavy losses since resuming the service. Officials told The Daily Star that Biman has so far incurred losses of over Tk 84 crore on the route, averaging around Tk 4 crore per month. Biman had first launched flights on the Dhaka-Narita route in 1979. After a temporary suspension in 1981, the service was resumed, but it was again suspended in 2006 due to continuous losses. Seventeen years later, on September 1, 2023, the route was reopened without a proper assessment of its commercial viability. Since then, the relevant departments at Biman have reviewed passenger numbers, revenue, and operational costs. Several officials, seeking anonymity, said the key figures behind the resumption of the Narita flight were then managing director Shafiul Azim and then acting director (sales and marketing) Salauddin Ahmed. At the time, tensions were ongoing between the then Sheikh Hasina government and the United States. Biman's fleet primarily relies on Boeing aircraft, manufactured in the US. During that period, European aircraft manufacturer Airbus offered to sell planes to Biman. Salman F Rahman, who is now behind bars and was then the PM's adviser, reportedly supported the Airbus proposal. In this context, Biman launched flights to destinations such as Narita, Rome, and Toronto, without assessing commercial viability, in what officials said was an attempt to justify the purchase of new aircraft. The move was promoted as an achievement of the then Sheikh Hasina government. Biman operates the Narita route with Boeing 787-800 aircraft, which have 271 seats. Insiders said nearly half the seats remained vacant on most flights. Data from Hazrat Shahjalal International Airport shows that Biman is the only carrier offering direct flights between Dhaka and Narita. Eight other airlines operate connecting flights on the route via third countries. Asked about the suspension, Biman spokesperson ABM Raoshan Kabir said the airline had been incurring losses on the route. ""Biman suspended operating this flight due to poor cabin factor,"" said Raoshan, who is also general manager (public relations) of Biman. In aviation, cabin factor or load factor is a key metric that reflects how efficiently an airline fills available seats on its flights. Contacted last night, Shafiul Azim, who was made secretary to the Election Commission while serving as Biman MD and CEO in May 2024 and is now an OSD, said the allegation of not assessing financial viability was baseless. ""We had further plans centring the Narita flight. We had plans to go to Los Angeles and Vancouver through code-sharing agreements with All Nippon and Canadian airlines,"" he said. In aviation, code-sharing is an arrangement where one airline sells seats on a flight operated by another carrier under its own flight number and code, allowing airlines to expand their route networks. ""We resumed the Narita flight with the approval of the then Biman Board,"" he added.","Mon May 19, 2025 12:06 AM         Last update on: Mon May 19, 2025 08:46 AM"
"LifeLiving","https://www.thedailystar.net/life-living/travel/news/passenger-traffic-nears-twice-its-capacity-hsia-3894626","Passenger traffic nears twice its capacity at HSIA","  Hazrat Shahjalal International Airport, the country's main aviation hub, is currently handling nearly twice its intended passenger capacity, leaving airport authorities struggling to maintain expected service standards. Originally designed to accommodate 8 million passengers annually, the airport handled nearly 12.5 million passengers, both domestic and international, in 2024, compared to 11.7 million in 2023, according to the outgoing executive director of HSIA, Group Captain Kamrul Islam. He was speaking at an event organised by the Aviation and Tourism Journalists' Forum of Bangladesh at the Civil Aviation Authority headquarters in the capital. The incoming Executive Director of HSIA, Group Captain SM Ragib Samad, was also present at the event. Despite political volatility last year, passenger traffic through HSIA rose by around 8 percent, primarily driven by the continued outbound flow of migrant workers. Authorities expect the situation to improve once the much-anticipated third terminal becomes operational by the end of this year. With the terminal, the airport will be able to handle more than 20 million passengers annually, leading to smoother operations and improved services. The added capacity will also allow more airlines to operate flights from Dhaka. Kamrul also highlighted that introducing accountability-based operations significantly improved passenger services at the country's busiest airport. ""We focused on ensuring accountability during my tenure. As a result, over 85 percent of baggage is now delivered to passengers within the standard time, monitored through automated tracking systems,"" he said. Kamrul projected that the aviation sector's contribution to Bangladesh's GDP could reach 5–6 percent within the next five years, up from less than 1 percent at present. Newly appointed Executive Director Group Captain Samad pledged to prioritise international-standard services for both passengers and cargo, with transparency and professionalism. ""An airport is the first impression of a country. It must reflect the highest standards,"" he said. The programme was presided over by ATJFB President Tanzim Anwar, while General Secretary Baten Biplob moderated the event.","Thu May 15, 2025 12:08 AM         Last update on: Thu May 15, 2025 04:38 PM"
"LifeLiving","https://www.thedailystar.net/life-living/travel/news/family-travel-tips-bangladeshi-parents-3873811","Family travel tips for Bangladeshi parents","It can seem daunting, but once mastered, travelling with children can be quite rewarding. With thoughtful planning and strategic execution, potential stressors can turn into manageable tasks, ensuring a smooth family vacation filled with fun and unforgettable memories. Many parents worry that having children means the end of spontaneous travel, but it does not have to be. Exposing your children to new experiences as early as possible helps them adjust to travel easily. Being on the go from infancy can teach children adaptability, making them more comfortable in new environments. Selecting family-friendly locations is important. If your child is old enough, allow them a say in choosing your travel destination (within reason). This will give them an idea of what to expect during the journey. Involving them in planning gives them a sense of ownership and reduces anxiety. Look for destinations that offer attractions suitable for children and accommodations with kid-centric amenities like pools, playgrounds, and spacious suites to keep them entertained. It may be beneficial to take children to places you have been to before, as it gives you an advantage of having navigated the place and can cut your fear of missing out by quite a bit, too. One of the most important tips for travelling with kids is to pack smart, aiming for minimalism. Create a packing list to prevent over-packing! When travelling with babies, consider purchasing diapers, baby food, and other necessities at your destination to lighten your load. Focus on essential items like a few favourite toys, extra clothing, and snacks, allowing you to enjoy local shopping experiences. Use bright-coloured luggage to quickly identify your bags at the airport, scoop them up and move on. Use carry-ons as much as possible, or strollers that can be gate-checked if your baby is under two. Soft leashes (frowned upon as they are) can save you a few scares, especially by adventurous toddlers over that age. Long journeys can be tough, so keep a variety of entertainment options at hand, such as colouring books, puzzles, or a tablet with downloaded movies. Long-haul flights are not the time to be stringent with screen time — aim to use the screen as a distraction during flight times, substituting it for hands-on activities throughout the actual vacation. When travelling by air, make use of available amenities, like family check-in counters and on-board baby supplies like bassinets and hot water. Many airlines have services catered to families, helping you navigate the airport and board with ease. When possible, have one of the couple board first, stowing overhead luggage and making the space comfortable before the younger members arrive. Hunger can lead to hangry children, so keep a variety of snacks readily available during your travels. Many hotels can provide larger refrigerators, so call ahead to arrange this if possible, allowing you to stock up on essentials. While it is important to maintain your child's regular sleep schedule, you must also be flexible in your plans. Try to let your children nap around their usual times during vacations so that they feel more comfortable in new environments. But know that travel plans can change unexpectedly, so maintain a calm demeanour when things go awry. Your reactions can influence your children, so try to set a positive example. If travelling internationally, consider adding cushion days for acclimatisation. Gradually adjusting to a new time zone can significantly benefit young children, helping prevent jet lag and fostering a smoother transition. Similarly, if you are guilty of trying to cram too much into a trip, it may be wise to slow down. Travelling with kids is decidedly different from travelling solo. Children need breaks, so incorporate playtime at parks or local attractions, or even just let them go to the hotel pool for a few hours to allow them to unwind. This creates balance in their travel experience, ensuring they don't feel overwhelmed. For parents seeking some alone time, hiring a babysitter during your stay could allow for adult exploration. Look for trusted recommendations for babysitters through your hotel or friends. This opportunity can help you reconnect as a couple or enjoy a night out. If you are travelling with your baby for the first time, make the trip a short one and to a nearby location. Proximity to home can be reassuring, especially if things don't go according to plan or when they get overwhelming. Know that this is an experiment for both of you, so give each other grace along the journey.","Thu Apr 17, 2025 09:28 PM         Last update on: Thu Apr 17, 2025 09:41 PM"
"LifeLiving","https://www.thedailystar.net/life-living/travel/news/laos-named-most-affordable-travel-destination-2025-3870176","Laos named most affordable travel destination for 2025","Laos has been ranked as the world's most budget-friendly destination for 2025, according to the Travel and Tour World (TTW) website. The report, based on research by Canadian financial platform HelloSafe, found that average daily travel expenses in Laos are just 12.30 pounds sterling, including accommodation, meals and transport. This makes Laos a cheaper alternative to other Southeast Asian destinations such as Thailand and Indonesia. Kazakhstan and Rwanda were listed in second and third places, with average daily costs of 15.10 pounds and 16.60 pounds respectively. The study analysed prices in 131 countries. With its rich culture and stunning natural beauty, Laos offers visitors a range of attractions at a fraction of the cost of other popular locations. The ancient town of Luang Prabang, recognised as a World Heritage Site, is renowned for its beautiful temples. Additionally, the website highlights Vientiane, the capital city, where the iconic That Luang stupa attracts a large number of visitors each year. The Mekong River, which flows through the country, supports river cruises and other activities, while travellers can also explore waterfalls, caves and coffee plantations. In recent years, Laos has earned a growing recognition in global tourism rankings, with Luang Prabang often highlighted for its unique charm and strong destination management. Most recently, Luang Prabang won a 2025 Green Destinations Top 100 Story Award, placing third in the ""Destination Management"" category. The award honours success in inclusive tourism development and visitor management. In 2023, the province was named one of the world's 50 greatest places to visit by the US-based Time magazine, which described Luang Prabang as ""a hidden paradise"" known for its turquoise waterfalls, Buddhist temples, and sunset boat rides along the Mekong River. Luang Prabang also topped Lonely Planet's list of the best places to visit in Asia for 2025, ranking first among 22 destinations across the region. In 2024, more than 4.1 million foreign visitors travelled to Laos, an increase of 21 percent compared to the previous year. These visits generated over US$1 billion in revenue, according to the Ministry of Information, Culture and Tourism. This year, the government aims to attract at least 4.3 million international visitors, with tourist spending expected to exceed US$1 billion and an average length of stay of 10 days. Officials are also placing a strong emphasis on domestic tourism, targeting at least 4.1 million trips by Lao residents. This is projected to generate more than US$678 million, based on an average trip of three days. Copyright: Vientiane Times/Asia News Network","Sun Apr 13, 2025 12:42 PM         Last update on: Sun Apr 13, 2025 12:49 PM"
